,Additional_charges
5839,5027.63
2996,7723.680646
2497,3473.871724
9191,11950.88
1731,24921.47443
1363,13382.49923
6472,8013.787
1315,18132.78168
8729,4358.728
3451,10108.86273
7197,12391.35
2394,8553.3277
4011,12348.1077
8444,8148.135
135,5517.916042
249,11929.80733
3743,5820.265054
9218,14184.1
305,6572.59021
1026,27861.35972
6252,11244.22
8970,5991.404
815,8898.68961
591,18938.91544
4007,5373.715736
8047,3695.094
6961,21683.16
7151,4228.068
6097,14450.99
2052,3702.302929
8217,6191.186
9016,7536.805
4690,26972.40429
606,11286.95658
7278,4332.126
6337,13751.06
798,11854.12522
7450,8481.895
7142,14194.44
3211,14354.64627
6351,3466.015
3737,9964.887287
562,14184.76375
6454,15739.58
1112,20105.12404
9083,6460.305
2421,5228.95436
9368,10613.85
1551,7593.591276
4353,6226.551929
4473,13891.99571
4448,11707.57834
2389,6776.648773
7662,26066.6
4907,6263.677234
9679,14570.41
8254,4444.637
1370,14661.56092
6835,3664.31
1521,14036.73801
5898,11085.48
6757,12349.45
1636,7884.100447
2840,8966.916691
1269,15039.17058
8495,12475.38
3686,13904.5368
157,18586.56319
3968,25160.67899
407,25948.85444
2391,12897.36756
2731,21027.98052
5774,14403.72
205,11720.59956
3951,4740.595803
6767,15145.97
5158,7202.318
6745,12309.06
6810,15301.44
5310,23308.62
3569,7047.244489
8296,21531.79
7930,9452.682
9220,8699.098
4646,20005.71351
5824,7915.357
536,28990.15443
9109,14208.2
9366,9872.533
1078,3945.233506
8691,8622.802
1981,18859.02113
9726,3467.651
9196,4299.954
4331,8770.146235
7205,14044.17
5855,4322.329
884,5191.490033
5075,22637.16
7159,10771.15
5610,24148.31
824,6831.851967
5969,11859.26
9541,3476.397
9006,10800.06
6320,21778.35
3234,4238.113927
2667,16337.7368
4128,3877.319927
179,5472.72749
1980,25013.07133
7426,12265.55
4175,15918.45862
5404,12623.16
374,19706.73435
2964,8884.91973
2012,4693.143362
7371,12872.05
2595,14523.05047
4569,17876.59497
3152,4165.741416
4419,12185.59519
9075,24013.99
1463,13173.37957
8598,25561.24
870,10449.37584
9934,18609.8
2075,27671.53518
9142,9361.641
628,28794.22431
6928,5697.403
4404,9619.57623
2917,12703.05982
195,8755.123303
1505,9754.593988
1260,14154.90498
3,12993.43735
1419,25674.31059
423,18272.08577
4088,25940.54904
7998,12657.23
5128,23395.9
9041,5519.332
8291,13382.47
4278,5601.61789
4500,7067.297324
2008,10723.59706
2906,9469.063146
9626,17864.49
8585,7548.77
1333,18711.73494
9118,8076.993
6510,14239.76
693,6678.81407
6241,22197.51
4114,9796.905
3025,8433.961103
6106,8601.157
7316,12113.57
9599,8940.08
1667,10417.48202
4949,14988.45939
6825,9821.01
6739,10935.9
7289,9107.327
8807,5701.075
942,17967.32273
8069,21958.21
2401,27559.29356
6497,9602.261
7631,15592.13
5375,11200.53
7699,3469.739
7726,24479.87
7467,5537.698
3935,8679.17955
1351,8581.863273
5147,7191.342
1655,26470.86632
4008,6479.905094
7798,6069.476
7095,27119.73
4488,4423.135467
876,13883.58609
1225,14312.9146
7774,11255.92
6890,10286.13
1565,22116.494
3442,12415.28884
5022,11350.18
9448,9650.318
1445,10887.55726
8774,9888.274
9005,12893.04
6723,19833.55
620,26268.23676
6647,4197.219
3051,7525.312453
1198,4706.532493
9760,4156.388
9422,11141.09
3934,9154.317129
5987,10126.55
486,14675.90735
2825,6944.332754
2290,8359.930572
4024,13165.27977
9875,27024.46
2480,8711.372726
3135,27863.71952
1955,28918.08978
5168,28763.85
7032,17857.46
5131,14020.53
9944,12876.79
7950,14090.12
7050,24134.5
4347,12547.43596
6226,5775.698
3883,8741.627877
6294,13845.52
1888,14643.04991
7082,5737.702
3246,10460.34873
893,13206.10945
9886,14926.89
2984,26377.15965
5579,29772.86
2803,7025.974233
5711,8256.387
2481,12430.52661
8653,16482.84
503,5574.285976
5894,12363.68
6167,8382.46
6532,8663.655
6801,9621.234
2134,14410.48912
451,28987.60257
4031,21132.83387
4245,7198.021697
1313,7796.736154
3978,27272.33845
7422,20001.19
1835,24460.61861
242,3956.721946
2283,4085.411451
2498,4569.679564
2051,12399.01516
6574,23568.51
8486,12698.39
1421,11373.02435
8909,7411.427
8473,17285.95
1613,11974.28851
5716,26522.02
9146,5389.16
44,7361.105691
7965,3911.593
583,13697.60212
9237,5927.869
4893,4002.648011
5869,14334.34
1518,13255.65867
7585,4563.0
8220,10190.64
9190,21205.94
8694,10403.69
6566,9213.632
7322,8638.166
5927,6978.621
3502,13594.86658
1014,12308.73389
7376,12538.32
8246,14318.16
2201,4173.287863
4682,9380.831677
385,6821.470449
9545,11929.31
6700,13266.57
8018,7089.782
4892,7672.221794
7772,13422.02
5318,10243.14
4144,18055.39261
2486,23942.08211
4096,16338.54054
3898,14301.65385
4153,20418.2426
9615,8031.448
574,27988.16448
3327,14778.62096
8543,14597.1
7677,9298.414
6987,11075.75
778,11897.62951
4005,10016.04783
7892,13883.76
1400,12675.99893
3740,9369.99965
7617,11967.92
9980,7478.464
3260,12533.68944
4294,11784.69232
3749,9783.838635
1610,9575.680946
8723,13277.16
1978,13442.69548
98,22450.98093
974,7710.166016
7476,14384.51
366,6782.233302
1788,13227.22469
8415,12947.18
1345,10654.80065
4378,8615.194463
2025,25686.31837
6772,20111.91
6296,8832.274
6430,16534.91
1259,11400.19119
2737,5061.758003
3819,26272.74816
6300,22350.23
9181,20777.16
3319,7201.577221
9957,18683.5
8238,23373.46
7982,8109.52
3636,20931.96043
6099,13053.2
6466,13581.03
6952,13678.36
8910,6996.281
3273,5752.31436
9761,12992.22
9238,17735.89
3168,13409.11513
940,24020.58392
932,9275.17256
4729,11960.33667
4858,9890.89512
9876,11584.45
3248,9376.980151
40,13347.99077
6971,26734.98
6121,10484.94
9071,7202.318
2953,28372.42644
2442,12656.58013
1906,9168.697505
6081,9240.626
6027,4031.221
346,14775.19012
8652,18156.6
3661,8171.067693
3468,10109.76693
6995,4498.152
1391,13848.79795
8490,25344.14
9200,11538.1
3183,15234.35578
6456,14061.09
315,13994.32388
8073,28166.08
9012,8649.38
5089,14635.44
2939,7436.682217
1223,12195.93423
4905,14428.95017
5365,8373.059
3220,14314.5507
2003,12978.67717
1459,25550.29291
6781,5465.487
3404,7689.809476
8034,26172.61
2691,11960.06565
3120,11594.08177
2398,13793.13104
6881,8676.764
6164,12934.47
8702,7142.633
7446,12151.43
3452,8744.623354
4113,23386.39104
2021,28711.7861
9862,9175.407
2227,24600.45601
3342,11976.7914
4862,16054.44445
1566,11881.93449
6713,10853.02
1562,28084.1505
228,25581.22979
8037,10429.12
4279,25118.35873
498,16872.60534
1536,9694.440487
1292,7799.157987
926,12363.67779
2832,10679.57169
5304,5196.142
6366,19536.97
5234,25687.24
8907,9891.705
6949,9530.324
3795,7935.568053
8185,13442.81
4544,7225.082587
5468,12911.42
7285,21029.18
2923,17703.46766
7313,22415.03
5829,24861.93
456,18042.97952
9264,9705.199
5402,4549.166
5873,9112.198
4743,28484.03102
1365,3425.16233
6732,9036.864
4224,7054.002413
8945,5413.705
4491,8426.414656
5681,6332.793
5369,11987.57
3241,21851.62452
3136,8372.349279
734,13483.25125
2273,17966.59595
7572,26613.09
5439,15633.14
6888,18866.54
3776,3811.230496
4235,9271.35314
8400,28432.64
3272,9445.403273
8287,13152.36
4330,14868.59934
8914,17214.07
6910,7915.205
3275,15126.56451
5523,10794.88
1129,5609.313296
9948,3565.027
6021,13791.41
139,21048.78342
7323,14977.8
4796,19356.88735
4338,9232.81851
6014,6648.934
4946,11659.92259
162,17449.37334
5184,23870.13
8558,9983.249
3358,24179.44555
2256,7306.550369
5626,27999.31
95,11461.00671
3240,9596.33476
4692,7368.162193
3581,10702.05609
9507,28120.05
6683,6899.766
4246,25356.68105
2388,14677.81447
8603,6240.664
9732,11810.41
5868,8755.123
3724,8862.130306
9037,6226.656
6735,3805.814
5098,8855.586
3123,16851.73648
6978,22706.39
2293,12653.72472
1676,3974.820789
1013,11564.47415
1051,7357.403827
4316,3243.864573
8974,7900.716
5817,29660.16
2857,10154.21176
4457,14393.38652
3800,13990.10144
5769,28136.26
8512,27789.0
3600,7768.395233
8166,11853.67
8835,4805.867
1921,9081.645387
6988,27519.73
2492,12861.11611
8132,7143.932
2912,11569.19961
3455,9915.876343
4966,19801.44141
7106,14410.49
4667,4077.532827
6245,9354.424
1938,22007.58094
2424,24756.36576
4015,8970.694556
3563,11786.6246
9179,21245.59
2571,6469.523576
9224,5215.659
6274,14758.19
8,8363.18729
4882,14125.91505
8092,10572.75
5734,10986.77
7350,5899.163
6606,10505.68
8369,25659.38
7294,16717.38
7472,25035.06
51,15910.94246
2740,10802.18627
5735,26979.51
4502,9530.323614
3729,11720.92233
8687,12122.3
1568,17312.5745
575,12650.34562
837,5854.827592
3149,14089.57413
2088,25143.06452
1036,29046.5705
4290,5066.022569
4550,10873.28519
7359,14790.61
4298,10067.50072
6418,7075.282
7144,5223.538
3124,24249.41004
3622,19758.23568
1996,14850.52545
7641,6251.219
4186,5403.594382
6900,9408.616
9336,12381.9
86,8844.952509
531,9376.709127
8735,16576.07
3085,14286.61853
411,6875.660527
5409,16720.32
8103,11581.93
4668,13181.52449
5403,13355.45
1406,15120.18632
6433,15160.63
5874,7153.036
2596,10491.45454
2010,16427.89908
3312,11215.27674
4936,9943.547279
3921,8492.229893
1115,22442.53918
4992,11229.45597
3727,23597.94044
2605,10438.99433
4634,7547.179633
5836,11159.95
7825,13120.52
1654,15925.1681
9512,19987.03
7182,21535.07
2284,12537.38986
1746,11371.93133
5722,6393.917
9808,7948.939
788,7440.113057
8199,13169.76
524,5362.203546
3719,14307.2128
1665,8844.952509
2239,9621.292233
8436,8468.448
2305,4109.51647
1949,14255.71147
3662,24468.92218
75,9651.33774
505,10777.1533
1723,21758.30528
4240,6175.867412
24,3624.049387
6499,25661.82
2005,7262.318582
2205,3855.4043
7482,9271.04
9370,11846.13
5989,13853.53
2898,6844.215541
2322,8441.769732
4360,10697.68628
6940,24937.28
5567,8203.51
1911,8478.19289
1291,25960.50858
8573,12078.13
8125,8143.264
4560,28580.81775
4764,25886.40611
146,10713.76664
7840,13452.81
9619,6510.477
9476,8924.182
2856,12691.06666
785,8639.64946
3942,8181.47113
3843,17347.51679
1000,10963.07374
6990,16535.14
4474,7918.090096
5920,14785.68
1547,6754.097653
3826,25953.45207
1927,6412.036156
5280,7429.732
9156,11908.56
3389,8314.210773
706,26421.27465
515,19685.45221
1484,3394.822803
1813,14155.0791
8391,6353.928
4941,9650.360903
1766,27592.59975
5905,8444.007
3155,6315.62213
5646,10825.68
7614,7699.24
7075,3660.76
7152,14433.58
4568,8905.369264
9873,6237.038
3861,14153.97908
58,14397.94621
7343,12709.25
8114,24780.0
3303,24640.89542
6506,6254.01
5699,4078.732
5640,12052.45
2682,14618.06178
3554,9329.469727
7649,6544.388
9019,15221.0
9598,22619.87
5586,13289.5
4223,27679.05134
8841,13383.79
8161,13901.24
9871,21058.77
1747,11219.6057
2800,11871.04825
938,21948.56345
491,15890.5551
7412,12325.85
9063,11846.99
2278,4027.964655
5359,12156.03
5119,11826.99
3530,25553.72375
9045,9640.529
5568,4993.509
5052,24745.94
3780,7545.212297
436,13135.04479
9627,7388.189
9077,11482.48
757,3771.305753
3647,6414.591406
1477,3132.25999
7883,11573.9
1252,20367.09463
2714,13378.40549
2385,11967.01633
5450,5902.216
7024,6383.807
9008,11345.49
5967,14120.34
8194,6155.464
8823,28942.25
2373,8249.210587
731,27891.41761
2444,25976.72059
7985,11232.0
2299,8029.154413
7560,11376.51
7414,10146.33
9262,10890.46
6493,28639.99
5924,12390.64
1800,11584.12348
8665,13329.96
5424,11392.58
1055,13156.625
2141,25755.45049
2971,8331.49659
4590,12950.46238
2070,15888.83329
1451,23073.65223
8193,18745.07
7367,12059.08
9363,22856.08
3797,11981.39139
7903,8438.491
9049,13131.64
6465,23441.98
217,12869.52611
2560,15776.74048
9461,29295.32
2657,22661.03691
2736,5070.236052
8261,13208.28
2700,14202.3976
7735,23580.09
5983,18164.45
9703,14796.5
571,12602.39005
7786,6360.502
8533,24469.77
5134,8297.501
5266,30422.53
8977,4809.686
1769,9244.624852
2870,10129.57939
1973,20402.11682
8780,18641.5
8414,12520.1
6589,7299.558
479,11675.16741
8954,26407.19
1474,16594.68063
6985,10872.94
2433,4709.81113
2000,24105.42178
2418,8697.27774
3818,26234.53356
9440,13312.45
6348,14625.85
2629,4325.781733
8904,3951.707
5242,8106.119
1284,23660.41911
8280,10827.02
679,29083.23523
1977,14393.2606
3417,14187.79789
8501,10415.82
8623,7067.492
1602,26244.51534
5449,9598.797
8493,13210.71
6792,19514.16
9521,12356.24
9244,13102.52
9295,10935.45
8028,9776.726
7221,10340.22
7848,20748.93
5806,14132.59
9495,24444.5
5663,9981.613
9320,26976.23
317,6011.833553
8328,14470.07
1449,15480.88912
6082,12513.37
7184,5985.277
4564,6897.576154
6806,28491.81
4951,11956.61289
4097,10821.96095
3388,16853.84478
4107,21898.52821
6615,22843.62
7229,20407.91
7551,29034.51
3856,11215.07401
3339,8673.260527
9374,14860.73
2755,12667.36041
5030,6570.193
1416,26792.68392
6664,18566.99
2570,3607.323636
6246,4863.713
5977,5471.821
5144,12886.06
333,18312.85223
9420,11489.58
4853,21038.4019
3834,11915.24397
23,12876.79196
2732,6677.6151
3088,12052.00494
918,6424.7019
8448,16587.61
8300,22000.06
4058,5766.096895
9412,25038.69
1974,5242.991363
7802,28203.09
9246,10501.73
1165,4221.345698
1174,4289.572779
5437,8171.843
4700,11262.55209
3821,11552.78583
8588,12234.99
3458,22541.68933
9352,22683.79
7770,5454.536
8666,28313.26
6880,11469.74
803,11526.78954
2291,5664.115182
5085,6705.897
7991,10852.75
2656,12106.98667
3000,24365.03257
789,20113.7266
7177,8632.848
1173,15069.24506
997,22317.04744
8704,4721.515
4339,3814.996757
4208,6835.693306
6684,21173.24
4160,21512.53995
9024,7081.748
2116,12026.21306
6899,11669.42
9899,10347.55
5407,6771.627
953,13634.12565
5344,8550.745
580,24186.96171
4357,13777.36919
2209,11498.77188
6431,10181.27
6481,12059.37
7781,27439.61
8760,7630.991
6702,24987.19
5270,12701.4
8633,10860.0
2590,28423.2188
4797,17302.15312
1332,24943.98583
7148,19447.48
4291,5833.87883
1659,9681.145576
7582,19472.12
4737,6377.191476
8614,4788.106
9163,12814.82
1571,8052.215486
1092,26096.42844
9991,10263.56
2686,8907.23001
4536,25395.9726
4674,8417.293335
3323,13896.59335
4397,6401.244753
2945,15782.77884
2338,9479.669309
7606,4525.989
1423,10137.09884
9132,15336.15
6877,13548.83
9105,7410.944
7298,4074.102
2564,27502.64539
8964,7860.532
922,15110.1183
7922,4697.328
2469,26821.38893
3761,6545.236377
4967,8575.289942
6562,25860.37
7267,6501.184
7925,14782.9
7390,11204.94
3976,5468.542826
9778,5239.51
5188,6834.765
8700,3626.574
8591,9660.327
5867,6719.729
2587,7897.985247
9509,12739.14
4585,10605.39503
5863,8896.624
3587,14426.94416
1217,8755.123303
2416,27757.70534
7686,8641.444
8260,6739.184
7556,22439.68
121,23373.464
8788,3420.141
9572,18477.19
1922,28725.55208
4314,11090.46392
1126,14271.79479
5941,7354.396
5791,6117.599
2083,28756.33675
8870,11936.82
5693,13694.48
3229,24044.77127
8930,16846.3
5351,12062.89
5200,12257.06
8649,14578.98
7867,13569.7
4521,9005.51169
7494,25746.69
7405,12646.62
6755,13227.65
8345,9869.987
7250,8106.576
9961,8481.895
4213,7171.533343
3844,12759.69251
2862,13992.66586
6384,16883.07
9447,27762.25
435,9366.66303
1076,9818.835023
9880,4894.768
552,13852.59869
3919,16910.90617
4512,10991.50567
7552,28030.46
7132,17672.68
4055,7029.561973
7643,13827.13
7058,7812.289
6289,13861.21
1407,29548.23086
7622,14068.84
5190,12494.96
2960,19850.5897
7821,12769.92
2014,22350.23177
9632,14278.09
3460,6858.390713
1522,23513.62139
7630,11288.16
222,12241.36109
6313,10087.73
1622,21276.3772
5736,21625.02
695,13644.19367
7280,29547.0
5064,12909.76
928,9687.82523
1205,6646.852346
2001,6161.80849
4293,6542.015223
9773,22321.08
3922,15134.1935
9662,23055.2
607,16676.20951
3179,14385.08625
3521,16014.05142
2689,7606.886187
6993,7880.538
9463,3614.003
7346,16646.74
9525,22477.92
3710,8369.865247
7607,17778.46
8844,7587.104
2464,29129.05827
4601,10385.38428
6895,21543.33
4927,14062.61778
1817,27807.97391
8825,9107.327
6078,4423.676
6593,14284.88
6107,6141.652
13,8454.613363
5998,13714.12
5533,14180.88
5299,28621.49
4566,13476.93291
406,8960.207214
2168,19375.17269
7599,13166.27
5007,5857.984
3564,23870.88837
2622,27368.44478
2690,23114.77205
2943,10497.49819
1576,10979.08929
3066,8416.76894
7843,11994.74
3296,8092.505473
8162,13581.03
7066,6580.261
4361,18105.42785
1003,7549.096179
6889,14228.08
2306,5770.62447
6797,9564.796
1114,6664.225969
6682,24403.65
4735,12404.3148
3810,5835.799605
5201,4641.562
1706,13962.80913
4436,16697.41617
834,25800.00114
8527,28215.12
7480,18618.65
6142,25725.97
3098,4511.723225
5028,13897.42
5884,5041.29
5136,7328.439
7019,23404.25
8984,19107.72
5675,10104.66
4463,5936.54997
3026,23052.28386
8749,12934.5
9182,7100.781
6268,7244.981
9805,15202.53
7341,12287.46
7592,12745.66
462,7685.893553
5163,13124.22
1195,17083.39459
3469,15683.76196
8155,24800.13
2367,27124.24558
4445,8013.787149
9443,10591.24
9410,17571.27
5658,9687.825
390,10037.24729
7358,12438.36
2161,9810.963922
8862,11488.73
4833,13653.75329
9515,7687.45
856,10911.50611
1529,26153.40015
5764,10247.2
6859,6124.192
7957,6436.214
5875,9195.747
3534,7764.553894
5371,11158.04
4440,6151.762393
392,12346.17629
8985,8724.617
1882,14180.753
8879,8304.1
4389,7515.522814
3852,5359.678733
9314,14089.33
9635,28117.01
7976,8072.056
5261,7202.318
1829,7466.053056
7771,14146.63
553,12127.59743
5673,10073.89
8129,17609.65
2623,13624.12488
9898,9182.903
6260,9519.063
7749,22134.34
7897,8766.827
2393,11785.69665
4944,8937.518144
7683,12698.12
2995,17205.64782
1229,20847.47237
3881,9310.199613
819,18111.17808
1816,16875.005
8836,13597.76
5649,8182.225
8427,10360.93
948,6268.169689
7127,12756.79
4696,4559.298046
1441,10443.15591
3870,10233.92481
1104,7986.70434
9031,11502.51
5090,12233.13
9831,23062.35
5257,7676.222
1281,7380.848533
3259,10851.85691
711,5393.237324
7936,5114.628
7862,24159.61
3344,11287.34998
7498,14014.33
5422,11775.65
4508,5369.509153
2655,13436.08022
5726,9996.504
2745,9677.714736
7464,16596.48
9056,3530.963
9630,4481.967
763,18726.69989
6365,21449.34
1031,10651.31183
5516,5061.758
9998,7781.678
2909,17318.36513
280,3398.10144
3381,24830.91515
7116,15011.99
4317,6876.308399
1908,23026.65555
4665,7624.720906
5273,24948.22
3294,3639.012505
1896,5215.659449
4407,28085.02948
4396,18391.47364
6504,10983.53
5594,26831.34
7083,11437.43
5312,6091.775
3500,12386.85486
5980,17736.88
2127,26407.18721
6357,17505.11
9400,11174.16
9269,6445.354
8731,7620.945
6219,26204.31
3285,13340.29536
8429,14228.77
8751,14351.29
1099,22493.68715
6,16815.5136
5976,12159.08
850,15246.52999
794,13463.18749
929,12647.37566
963,13031.06397
4319,25560.51313
7178,17935.66
2212,10008.98743
312,9137.83293
643,6313.76504
7517,26142.75
5226,3719.804
9502,14508.96
3962,21479.40224
7139,28550.03
7462,23308.46
5948,20313.04
4823,17227.68707
2944,14289.89716
3886,8598.244067
9854,5521.711
782,15050.34224
8861,13204.85
1408,6788.396423
2539,25202.67778
2381,14027.7795
3385,10879.4891
8096,4398.695
4247,14997.04763
7967,5020.638
6175,10699.49
1187,19067.451
1887,5625.520183
1035,8960.426543
9434,27433.21
1733,11598.45343
9201,10759.26
3214,11512.49554
3061,10408.20965
1492,10310.61002
7407,8834.353
5939,7885.513
241,27133.74812
8570,3821.612
1424,5492.934819
6524,8725.506
7688,16576.07
2097,4618.32066
7261,5183.525
5112,28272.97
7598,7443.572
4661,11474.89151
9698,13217.6
5223,8444.007
3307,17615.86348
2253,6907.093072
9836,3261.303
8654,6156.24
4953,19757.00334
9281,27536.86
420,3735.499446
5588,14904.99
2566,13203.81928
5887,13341.2
230,7318.313969
9160,6353.95
9655,9626.191
2320,14930.16868
1621,6466.998763
7173,25202.68
5292,26614.38
6016,14498.7
1236,4805.501769
2662,4136.57736
9149,21609.05
4752,11293.57183
1434,10107.93479
1282,12803.9243
9328,18558.28
4836,5913.108773
9691,26621.91
1637,27524.73102
2098,15383.7276
1508,9636.971772
2760,14328.00936
8250,8205.131
6011,12318.96
8810,7549.417
2364,11710.64127
9637,6824.807
2649,6211.029503
2651,4580.014703
6238,10395.42
5315,23628.0
8083,28372.43
2315,13464.88764
6686,4962.995
983,7207.581093
5260,10921.42
2989,26906.71982
9826,14527.49
1607,14809.58185
8645,16702.99
7438,15002.12
9285,11068.53
6865,9747.849
283,7916.083737
4282,6858.934776
6451,3125.703
9027,11762.92
9736,11334.5
3859,25240.09963
1319,16097.25626
9550,28923.56
4021,8894.987746
8358,14753.04
3618,15055.18613
6084,4537.551
6936,24734.4
5549,6996.252
2460,6061.228688
8673,5183.212
9303,3860.764
6288,26155.04
4523,13019.13316
1102,8049.603947
6346,9165.187
7569,18208.92
7296,5540.445
2676,24293.12809
5580,14393.08
1535,9296.04968
9392,9660.764
9791,13952.5
3806,8905.369264
9094,5790.611
9988,23321.96
5651,6199.82
3957,16985.17046
9427,14950.53
7520,9550.727
3461,28515.54247
52,14215.30393
6044,3831.947
9166,7087.853
9488,21775.83
2361,10330.14963
8936,7366.623
1633,15197.31493
4990,3883.66416
1155,23342.67933
2359,26266.19722
5911,5110.474
2882,12341.48157
5794,11868.91
5249,14482.02
487,13115.92587
9219,21802.02
5923,26452.06
2930,3659.016893
2368,12510.03603
2812,5674.161279
2518,14741.79064
2789,8709.206502
5160,13340.45
7776,12848.05
2265,12626.46525
3656,15038.43846
1,17612.99812
8269,12154.83
7059,10976.2
2581,11167.39162
1435,7521.838521
7947,6425.125
2072,8048.273686
345,19724.139
8717,14484.54
1763,9127.029765
9446,5273.551
4606,11164.25412
2325,3859.106164
6098,7427.207
8236,8020.402
7672,6083.361
1257,13618.6084
1254,12598.93729
892,8970.987499
8333,4501.655
1149,5905.494273
9192,18549.14
6956,7904.665
8447,6226.779
2151,10997.77653
2878,4595.442603
5558,12401.65
4334,10864.25781
865,25498.79158
3665,19159.32289
1626,16737.77886
1539,20367.09463
4311,22874.40506
69,10389.19416
8821,11871.44
6080,9734.869
8428,12633.17
5793,25937.55
9522,11748.32
8562,12701.4
6894,8245.035
4920,25107.93059
7937,12769.65
4066,4629.100945
946,13966.99197
5050,12918.8
5993,9298.707
5860,22678.89
6270,5087.521
3584,10894.05182
7113,14320.43
6303,3339.598
7576,13931.12
8336,19946.18
827,4467.389173
1480,24920.71731
6269,9373.702
226,11748.31864
1994,22767.04475
3122,24561.2762
9534,12083.15
469,6797.36543
3865,10938.34632
3022,8173.89671
8804,28114.94
8463,11093.09
9465,22947.08
4210,5862.561917
8468,11802.89
6823,8934.564
5434,3757.142
6703,12183.22
2312,7790.911993
9845,14030.85
9992,17367.97
8308,21451.02
1079,13652.02845
7532,7658.833
1185,12106.60975
3207,14348.81577
5018,6019.664
1591,6691.945046
5771,7129.019
6438,9497.445
2549,6405.451336
6775,16169.21
8327,5228.954
7052,3486.732
8972,13012.25
7015,9880.404
6096,7839.147
3997,17285.94744
6406,10904.2
2708,13255.65867
5189,10037.56
1030,5154.090103
8980,4221.659
3812,12294.69688
7656,6583.693
2670,8400.168817
4664,27285.6851
2896,14863.82036
8929,14474.43
4146,12263.73809
2727,15178.30291
930,24663.10193
7820,11543.27
5562,9335.836
8099,6390.639
6914,8263.248
7385,9621.752
6867,11966.75
4059,23270.77484
6403,9830.135
608,13047.88991
5115,26183.91
5934,6226.656
0,17939.40342
3424,24412.10916
3274,9559.227773
8610,18198.98
5302,10184.61
6892,3910.242
533,11368.99355
8769,21770.36
5457,6120.913
3599,8413.493551
3277,14703.39146
9986,15591.41
3583,13682.81312
9568,12143.92
5396,11058.59
2926,10708.63328
6292,27679.05
3963,24662.02536
7260,8751.845
1132,18587.47252
8551,16143.01
6264,9708.997
5641,4398.695
766,20565.98168
4509,13729.85877
6195,10617.57
3784,17764.99715
582,9443.793756
2085,12033.74355
2924,7916.083737
569,26858.84415
8307,9639.963
1084,3859.106164
8722,5611.686
5034,8850.792
2448,10808.88532
9321,23163.88
9038,9298.436
239,13387.97991
7274,25121.15
4547,13538.71557
619,11420.47679
5291,14966.56
1471,9007.86633
6916,12551.76
3199,6563.041001
9092,15771.56
9389,24124.67
3250,24882.41648
8798,28990.88
9896,11502.57
8055,22247.54
5713,10643.77
2231,7916.369018
3874,24295.0378
995,8480.414406
251,12219.6585
8701,13169.54
6976,6418.022
4991,21824.54578
8753,6862.637
2818,13659.57745
5899,6923.269
8212,22900.48
6162,11396.5
7666,4468.143
9210,23828.05
4349,12436.75051
1489,27143.81613
3194,12035.64011
5059,14502.84
7917,14133.66
2038,16503.24237
7594,6678.814
3845,11038.39711
5606,17621.18
9471,10231.07
602,15059.97024
3233,7915.356959
2304,11216.83464
1233,23642.22397
8348,4444.415
1808,12458.03265
9235,19437.97
5564,27792.27
7815,3817.94
6453,12308.73
8917,10587.33
5506,9684.818
4420,12188.87383
9499,5792.984
6487,17144.64
1848,14451.23209
797,6883.039795
4520,8036.700912
9034,30466.93
7502,26074.47
485,30087.65094
6075,15021.76
3035,8588.14813
4642,19304.4208
3591,17895.84406
9941,23039.35
9612,26175.88
626,4802.14323
3616,12490.97739
1160,14877.85736
1237,9233.523569
9577,12738.37
6110,7860.727
2871,10345.48624
9885,13422.44
5865,8309.525
6488,11293.91
9745,20012.77
8021,8570.796
6067,7620.945
1095,5161.43748
9910,22281.12
268,10030.37181
5845,7702.671
9657,25182.19
3764,11908.56432
8581,9442.067
8143,7538.637
1368,4628.172999
6953,9100.068
2659,4641.56213
9123,20897.9
7209,4224.725
3630,10459.88166
9483,3879.632
425,9919.93754
7540,28215.68
1960,5683.343827
6771,9510.76
1859,11666.96748
5754,25973.86
6594,7538.637
1830,7522.033816
2814,5967.39904
8487,17591.63
5902,13039.19
8946,9664.117
4740,11753.65927
6708,6247.373
8453,12017.03
2966,21046.79704
1533,14121.98507
5100,24439.9
1635,9830.13538
4424,8759.526413
3763,18102.14921
7496,10057.22
3628,12246.78769
6539,15039.37
7543,5348.857
6523,27714.02
5019,13348.11
6525,20629.63
3423,28742.99659
5269,13108.39
1873,12155.15521
8504,17278.16
9600,18370.34
846,22234.76144
3209,6377.127079
6061,4234.683
1046,7770.920046
1953,15558.06932
492,6445.376079
5278,14980.59
7020,20694.87
8843,12920.12
883,6690.807229
5936,18576.14
4718,6895.079333
8248,10831.77
5684,11473.08
109,9144.470106
9335,12752.96
2829,5051.647509
7428,24796.7
8859,10212.72
8223,17226.93
367,10945.07772
7112,11185.42
6526,10614.12
3489,27724.80096
1127,28268.81192
7369,9168.64
7875,11227.05
9178,4990.078
6186,13815.16
9313,10486.95
6330,6575.142
6540,6630.376
2770,14686.28886
373,9059.517274
5289,7608.696
1158,10863.35178
9533,9057.205
295,15264.58937
6467,5601.792
1503,19524.4979
4087,17978.13154
3701,10129.68002
9340,27117.18
3243,7952.217803
1782,9093.659126
4584,14088.77723
7978,23538.57
4837,5041.019427
6929,9315.162
8464,8266.7
5721,6623.395
1139,10502.19977
6317,7720.131
4083,13381.71469
1666,13590.98498
8705,14013.8
7043,18938.49
7577,12708.02
7661,9045.501
4906,22516.17276
6979,4481.003
745,15530.69493
